row_id,점검일자,연월,지사,사업장,점검자,직급,점검유형,Area/공정,위험분류,위험요소원본,심각도원본,심각도점수,지적내용_평문,조치유형,조치활동분류,조치내용_평문,완료여부,지적내용,조치내용,적용맥락가중치,맥락가중치합,LLM심각도,판정방식,근거,위험분류_재검토
208,2026-05-12,2026-05,부산지사,감천,INSPECTOR_14,EHS팀 선임,지사 주관,부산지사_ 감천,관리적미흡,관리적 미흡,개선필요 [중],2.0,하역도구 보관 컨테이너 교체로 인한 하역도구 야드 보관 → 금일 오후 우천으로 인한 녹 방지 조치 필요,즉시처리,설치·구조물,타포린 덮개 이용하여 녹 방지 조치 완료,완료,하역도구 보관 컨테이너 교체로 인한 하역도구 야드 보관 → 금일 오후 우천으로 인한 녹 방지 조치 필요,타포린 덮개 이용하여 녹 방지 조치 완료,,0,2.0,키워드보정,,
209,2026-05-11,2026-05,전북지사,군산항 부두,INSPECTOR_04,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,기타,기타,개선필요 [하],1.0,위험물저장소 구역 내 안전 표지가 변색되어 식별이 어려우므로 교체가 필요함,즉시처리,설치·구조물,"MSDS관련표지, 위험물 경고표지 및 위험물 안전수칙표지 제작 후 현장에 설치 완료 함",완료,"[군산항 3부두]
위험물저장소 구역 내 안전 표지가 변색되어 식별이 어려우므로 교체가 필요함","MSDS관련표지, 위험물 경고표지 및 위험물 안전수칙표지 제작 후 현장에 설치 완료 함",,0,1.0,키워드보정,,
210,2026-05-11,2026-05,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,관리적미흡,관리적 미흡,개선필요 [하],1.0,"건설기계(휠로더) 작업시 반사띠 부착 필요 반사띠 미부착시 충돌,협착,등 재해 위험 반사띠 부착 요청",즉시처리,기타,조치완료,완료,"<지적사항>
건설기계(휠로더) 작업시 반사띠 부착 필요
<위험요인>
반사띠 미부착시 충돌,협착,등 재해 위험
<조치요청>
반사띠 부착 요청",조치완료,,0,1.0,키워드보정,,
211,2026-05-11,2026-05,강원지사,삼척,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 삼척,관리적미흡,관리적 미흡,개선필요 [중],2.0,"출입통제조치 조치 관련 시건방식의 개선 및 게이트의 설치 필요 관계자 외 인원의 출입으로 인한 추가 재해(익수, 추락 등) 위험 발전소 화주사 하역부두 시설 게이트 설치건에 대한 안전성 검토 및 적용 가능성에 대한 요청 및 검토 중",즉시처리,설치·구조물,발전소 화주사 하역부두 시설 게이트 설치건에 대한 안전성 검토 완료 및 해당 구역 설치완료,완료,"<지적사항>
출입통제조치 조치 관련 시건방식의 개선 및 게이트의 설치 필요
<위험요인>
관계자 외 인원의 출입으로 인한 추가 재해(익수, 추락 등) 위험
<조치요청>
발전소 화주사 하역부두 시설 게이트 설치건에 대한 안전성 검토 및 적용 가능성에 대한 요청 및 검토 중 ",발전소 화주사 하역부두 시설 게이트 설치건에 대한 안전성 검토 완료 및 해당 구역 설치완료,,0,2.0,키워드보정,,
212,2026-05-08,2026-05,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,전도,전도,개선필요 [하],1.0,"의왕CFS 식품창고 배수관과 연결되는 지게차 램프의 노면이 파손되어 해당 구멍에 발걸림, 넘어짐 위험 존재",즉시처리,설치·구조물,지게차 램프 노면 몰탈작업을 통한 보수 완료,진행(조치 후),"의왕CFS 식품창고 배수관과 연결되는 지게차 램프의 노면이 파손되어 해당 구멍에 발걸림, 넘어짐 위험 존재",지게차 램프 노면 몰탈작업을 통한 보수 완료,회전체·협착점인근,1,2.0,키워드보정,,
213,2026-05-08,2026-05,부산지사,우암,INSPECTOR_14,EHS팀 선임,지사 주관,부산지사_ 우암,충돌,충돌,개선필요 [상],3.0,외부 공사업체 작업 시 작업구역 표시 미흡 → 라바콘 등 활용하여 작업구역 표시,즉시처리,기타,라바콘 활용하여 작업구역 표시 및 작업 중 관리감독 완료,완료,외부 공사업체 작업 시 작업구역 표시 미흡 → 라바콘 등 활용하여 작업구역 표시,라바콘 활용하여 작업구역 표시 및 작업 중 관리감독 완료,,0,3.0,직접판정,"외부업체 작업구역 미흡, 원등급 유지",
214,2026-05-08,2026-05,부산지사,우암,INSPECTOR_14,EHS팀 선임,지사 주관,부산지사_ 우암,끼임·협착,끼임ㆍ협착,개선필요 [상],3.0,톤백 보수 시 작업자 깔림 위험 → 톤백거치대에 톤백 올린 후 작업 필요,즉시처리,교육·지도,톤백거치대 활용할 수 있도록 즉시 계도 조치 완료,완료,톤백 보수 시 작업자 깔림 위험 → 톤백거치대에 톤백 올린 후 작업 필요,톤백거치대 활용할 수 있도록 즉시 계도 조치 완료,,0,3.0,키워드보정,,
215,2026-05-08,2026-05,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [상],3.0,- CSU B호기 하부 전기실 출입문 고리 파손 - 주무부서에 출입문 고리 교체 요청,,미분류,,진행(조치 전),"- CSU B호기 하부 전기실 출입문 고리 파손
- 주무부서에 출입문 고리 교체 요청",,,0,3.0,키워드보정,,
216,2026-05-08,2026-05,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [중],2.0,- 1부두 옥외소화전 앞 장애물로 개방 간섭,즉시처리,제거·차단,- 옥외소화전 앞 장애물 제거,완료,- 1부두 옥외소화전 앞 장애물로 개방 간섭,- 옥외소화전 앞 장애물 제거,,0,2.0,키워드보정,,
217,2026-05-08,2026-05,부산지사,SBCD,INSPECTOR_08,EHS팀 책임,지사 주관,부산지사_ SBCD,관리적미흡,관리적 미흡,개선필요 [중],2.0,주간점검-용접기 주변 인화성 물체(락카) 비치,즉시처리,제거·차단,화기작업도구 주변 가연성 및 인화성 물질 정리 및 표지 부착,완료,주간점검-용접기 주변 인화성 물체(락카) 비치,화기작업도구 주변 가연성 및 인화성 물질 정리 및 표지 부착,화기·인화물인근,1,3.0,키워드보정,,
218,2026-05-08,2026-05,부산지사,SBCD,INSPECTOR_08,EHS팀 책임,지사 주관,부산지사_ SBCD,관리적미흡,관리적 미흡,관계법규 위반,4.0,주간점검-R/S 경광등 미점등으로 작업 수행,즉시처리,교육·지도,R/S 경광등 점등 지도 (현장 즉시 계도),완료,주간점검-R/S 경광등 미점등으로 작업 수행,R/S 경광등 점등 지도 (현장 즉시 계도),,0,4.0,키워드보정,,
219,2026-05-08,2026-05,부산지사,SBCD,INSPECTOR_08,EHS팀 책임,지사 주관,부산지사_ SBCD,관리적미흡,관리적 미흡,개선필요 [하],1.0,주간점검 - 미사용 작업도구 정리정돈 미흡,즉시처리,제거·차단,주간점검-미사용 작업도구 정리 및 정돈 완료,완료,주간점검 - 미사용 작업도구 정리정돈 미흡,주간점검-미사용 작업도구 정리 및 정돈 완료,,0,1.0,키워드보정,,
220,2026-05-08,2026-05,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,정리정돈,정리정돈,개선필요 [하],1.0,물류창고 주변 폐기물 정리정돈 필요 정리정돈 및 환경위생 차원에서 폐기물 처리,즉시처리,제거·차단,물류창고 주변 폐기물 제거 및 정리정돈 완료,완료,"<지적사항>
물류창고 주변 폐기물 정리정돈 필요
<위험요인>
정리정돈 및 환경위생 차원에서 폐기물 처리",물류창고 주변 폐기물 제거 및 정리정돈 완료,,0,1.0,키워드보정,,
221,2026-05-08,2026-05,광양지사,LME/공컨장치장,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ LME/공컨장치장,관리적미흡,관리적 미흡,개선필요 [하],1.0,현장 내 설치된 카메라가 견고하게 고정되어 있지 않아 탈락 우려가 있는 상태임. 카메라 탈락 시 작업자 및 통행자 충돌 위험 카메라 고정 or 제거 조치 필요,,미분류,,진행(조치 전),"<내용>
현장 내 설치된 카메라가 견고하게 고정되어 있지 않아 탈락 우려가 있는 상태임.
<위험요소>
카메라 탈락 시 작업자 및 통행자 충돌 위험
<요청사항>
카메라 고정 or 제거 조치 필요",,다수인원노출,1,2.0,키워드보정,,
222,2026-05-08,2026-05,광양지사,LME/공컨장치장,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ LME/공컨장치장,충돌,충돌,관계법규 위반,4.0,"사업장 내 작업자용 별도 보행자 통로가 지정되어 있지 않은 상태임. 보행자와 차량·장비 동선이 혼재되어 충돌 및 협착 위험이 있음. 보행자 전용 통로를 지정·표시하고, 차량 및 장비 이동 동선과 분리하여 안전통행이 가능하도록 조치 필요.",,미분류,,진행(조치 전),"<내용>
사업장 내 작업자용 별도 보행자 통로가 지정되어 있지 않은 상태임.
<위험요소>
보행자와 차량·장비 동선이 혼재되어 충돌 및 협착 위험이 있음.
<요청사항>
보행자 전용 통로를 지정·표시하고, 차량 및 장비 이동 동선과 분리하여 안전통행이 가능하도록 조치 필요.",,다수인원노출,1,4.0,키워드보정,,
223,2026-05-08,2026-05,광양지사,LME/공컨장치장,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ LME/공컨장치장,관리적미흡,관리적 미흡,개선필요 [하],1.0,현장 내 동정광 MSDS 경고표지가 훼손되어 표시사항 식별이 어려운 상태임. 화학물질 유해·위험정보 확인이 어려워 취급 부주의 및 비상상황 대응 지연 우려 있음. 훼손된 MSDS 경고표지 교체.,,미분류,,진행(조치 전),"<내용>
현장 내 동정광 MSDS 경고표지가 훼손되어 표시사항 식별이 어려운 상태임.
<위험요소>
화학물질 유해·위험정보 확인이 어려워 취급 부주의 및 비상상황 대응 지연 우려 있음.
<요청사항>
훼손된 MSDS 경고표지 교체.",,,0,1.0,키워드보정,,
224,2026-05-08,2026-05,삼천포지사,GGP,INSPECTOR_11,사원,지사 주관,삼천포지사_ GGP,충돌,충돌,개선필요 [중],2.0,휠로더 후면 반사판 탈락 상태로 야간이나 우천 시 장비 식별이 원활하지 않아 충돌 위험이 우려되어 반사판 재부착 필요성을 코칭.,즉시처리,기타,신규 반사판을 부착하여 차량 후방 식별성을 확보함.,완료,휠로더 후면 반사판 탈락 상태로 야간이나 우천 시 장비 식별이 원활하지 않아 충돌 위험이 우려되어 반사판 재부착 필요성을 코칭.,신규 반사판을 부착하여 차량 후방 식별성을 확보함.,,0,2.0,직접판정,"반사판 탈락, 원등급 유지",
225,2026-05-08,2026-05,삼천포지사,삼천포발전,INSPECTOR_06,사원,지사 주관,삼천포지사_ 삼천포발전,추락,추락,개선필요 [중],2.0,부두 내 추락위험 구간 체인 시건이 되어 있지 않고 추락주의 표지 미부착.,즉시처리,교육·지도,부두 내 추락위험 구간 체인 시건 및 추락주의 표지 부착.,완료,부두 내 추락위험 구간 체인 시건이 되어 있지 않고 추락주의 표지 미부착.,부두 내 추락위험 구간 체인 시건 및 추락주의 표지 부착.,다수인원노출,1,3.0,직접판정,부두 통행구간 체인시건 안됨 → 기본2+가중1=3,
226,2026-05-08,2026-05,전북지사,군산항역,INSPECTOR_09,EHS팀 선임,지사 주관,전북지사_ 군산항역,기타,기타,개선필요 [하],1.0,- 기온상승에 따른 관련 현수막으로 교체 필요,즉시처리,설치·구조물,-화물차 운전원 안전계몽 현수막으로 교체 완료,완료,"[운송팀_군산항역]
- 기온상승에 따른 관련 현수막으로 교체 필요",-화물차 운전원 안전계몽 현수막으로 교체 완료,,0,1.0,키워드보정,,
227,2026-05-07,2026-05,전북지사,군산항 부두,INSPECTOR_04,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,관리적미흡,관리적 미흡,개선필요 [하],1.0,"1. 콤프레셔실 시건 장치 미흡 2. 임의 사용자의 잘못된 조작에 의한 사용 중 감전, 비래 등 위험 및 고장의 원인 발생 3. 각 부두 육상 담당자에 의한 부두내 콤프레셔실 시건장치 관리 철저",즉시처리,점검·확인,1. 콤프레셔실 시건장치 철저 관리 2. 사용이 필요한 경우 각 부두의 육상담당자를 통해 확인 후 사용토록 요청,완료,"[군산항 7부두]
1. 콤프레셔실 시건 장치 미흡
2. 임의 사용자의 잘못된 조작에 의한 사용 중 감전, 비래 등 위험 및 고장의 원인 발생
3. 각 부두 육상 담당자에 의한 부두내 콤프레셔실 시건장치 관리 철저","1. 콤프레셔실 시건장치 철저 관리
2. 사용이 필요한 경우 각 부두의 육상담당자를 통해 확인 후 사용토록 요청",다수인원노출,1,2.0,키워드보정,,
228,2026-05-07,2026-05,경남지사,마산항,INSPECTOR_12,EHS팀 책임,지사 주관,경남지사_ 마산항,관리적미흡,관리적 미흡,개선필요 [하],1.0,"4부두 야적장 작업구간 내 지게차 후면 부 충돌주의 표지 탈락. ( 도색 작업으로 인해 기존에 부착된 표지 제거 확인) 충돌주의 깃발은 부착되어 있으나, 시인성 확보를 위해 추가 표지 부착 필요.",즉시처리,기타,접근 금지 위험표지 부착 완료.,완료,"4부두 야적장 작업구간 내 지게차 후면 부 충돌주의 표지 탈락. ( 도색 작업으로 인해 기존에 부착된 표지 제거 확인) 
충돌주의 깃발은 부착되어 있으나, 시인성 확보를 위해 추가 표지 부착 필요.",접근 금지 위험표지 부착 완료.,회전체·협착점인근,1,2.0,키워드보정,,
229,2026-05-07,2026-05,부산지사,우암,INSPECTOR_14,EHS팀 선임,지사 주관,부산지사_ 우암,충돌,충돌,개선필요 [상],3.0,야드 배수로 고정된 철판 파손으로 충격으로 반등하여 근로자 충격 위험 → 파손된 철판 충격으로 반등하지 않도록 용접 필요,즉시처리,기타,파손된 철판 용접 완료,완료,야드 배수로 고정된 철판 파손으로 충격으로 반등하여 근로자 충격 위험 → 파손된 철판 충격으로 반등하지 않도록 용접 필요,파손된 철판 용접 완료,화기·인화물인근,1,4.0,키워드보정,,
230,2026-05-06,2026-05,전북지사,군산항 부두,INSPECTOR_04,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,기타,기타,개선필요 [중],2.0,1. 콤르레셔 압력호스 이탈방지 와이어 임의 해체로 사용 중 비래에 의한 맞음 위험 2. 안전관련 시설 임의 해체 금지 및 해체시 재설치 요청,즉시처리,기타,고압호스부와 공기 배출부에 이탈방지와이어 체결 완료,완료,"[군산항 5부두]
1. 콤르레셔 압력호스 이탈방지 와이어 임의 해체로 사용 중 비래에 의한 맞음 위험
2. 안전관련 시설 임의 해체 금지 및 해체시 재설치 요청",고압호스부와 공기 배출부에 이탈방지와이어 체결 완료,,0,2.0,직접판정,"압력호스 이탈, 원등급 유지",
231,2026-05-06,2026-05,부산지사,용당,INSPECTOR_14,EHS팀 선임,지사 주관,부산지사_ 용당,충돌,충돌,개선필요 [중],2.0,건물 및 배수관 주변 볼라드 파손 → 볼라드 보수 필요,즉시처리,설치·구조물,볼라드 보수 완료,완료,건물 및 배수관 주변 볼라드 파손 → 볼라드 보수 필요  ,볼라드 보수 완료,,0,2.0,키워드보정,,
